# LAMMPS data file written by OVITO
5000 atoms
3 atom types
-0.6215 61.497499 xlo xhi
-0.007003 215.492997 ylo yhi
-3.3 6.7 zlo zhi

Atoms # atomic

1 2 0.0 1.435 1.7
2 2 1.242 3.586 1.7
3 2 0.0 2.869 1.7
4 2 1.242 0.717 1.7
5 2 2.485 1.435 1.7
6 2 3.727 3.586 1.7
7 2 2.485 2.869 1.7
8 2 3.727 0.717 1.7
9 2 4.97 1.435 1.7
10 2 6.212 3.586 1.7
11 2 4.97 2.869 1.7
12 2 6.212 0.717 1.7
13 2 7.454 1.435 1.7
14 2 8.697 3.586 1.7
15 2 7.454 2.869 1.7
16 2 8.697 0.717 1.7
17 2 9.939 1.435 1.7
18 2 11.181 3.586 1.7
19 2 9.939 2.869 1.7
20 2 11.181 0.717 1.7
21 2 12.424 1.435 1.7
22 2 13.666 3.586 1.7
23 2 12.424 2.869 1.7
24 2 13.666 0.717 1.7
25 2 14.909 1.435 1.7
26 2 16.150999 3.586 1.7
27 2 14.909 2.869 1.7
28 2 16.150999 0.717 1.7
29 2 17.393 1.435 1.7
30 2 18.636 3.586 1.7
31 2 17.393 2.869 1.7
32 2 18.636 0.717 1.7
33 2 19.878 1.435 1.7
34 2 21.120001 3.586 1.7
35 2 19.878 2.869 1.7
36 2 21.120001 0.717 1.7
37 2 22.363001 1.435 1.7
38 2 23.605 3.586 1.7
39 2 22.363001 2.869 1.7
40 2 23.605 0.717 1.7
41 2 24.848 1.435 1.7
42 2 26.09 3.586 1.7
43 2 24.848 2.869 1.7
44 2 26.09 0.717 1.7
45 2 27.332001 1.435 1.7
46 2 28.575001 3.586 1.7
47 2 27.332001 2.869 1.7
48 2 28.575001 0.717 1.7
49 2 29.816999 1.435 1.7
50 2 31.059 3.586 1.7
51 2 29.816999 2.869 1.7
52 2 31.059 0.717 1.7
53 2 32.301998 1.435 1.7
54 2 33.543999 3.586 1.7
55 2 32.301998 2.869 1.7
56 2 33.543999 0.717 1.7
57 2 34.786999 1.435 1.7
58 2 36.028999 3.586 1.7
59 2 34.786999 2.869 1.7
60 2 36.028999 0.717 1.7
61 2 37.271 1.435 1.7
62 2 38.514 3.586 1.7
63 2 37.271 2.869 1.7
64 2 38.514 0.717 1.7
65 2 39.756001 1.435 1.7
66 2 40.998001 3.586 1.7
67 2 39.756001 2.869 1.7
